"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"1:56:38,0846234","parent.exe","8608","RegCloseKey","HKCU","SUCCESS",""
"1:56:38,0846309","parent.exe","8608","RegOpenKey","HKLM\Software\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read"
"1:56:38,0846408","parent.exe","8608","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"1:56:38,0846495","parent.exe","8608","RegOpenKey","HKCU\Control Panel\Desktop\MuiCached","SUCCESS","Desired Access: Read"
"1:56:38,0846582","parent.exe","8608","RegQueryValue","HKCU\Control Panel\Desktop\MuiCached\MachinePreferredUILanguages","BUFFER OVERFLOW","Length: 12"
"1:56:38,0846659","parent.exe","8608","RegQueryValue","HKCU\Control Panel\Desktop\MuiCached\MachinePreferredUILanguages","SUCCESS","Type: REG_MULTI_SZ, Length: 12, Data: ru-RU"
"1:56:38,0846755","parent.exe","8608","RegCloseKey","HKCU\Control Panel\Desktop\MuiCached","SUCCESS",""
"1:56:38,0846822","parent.exe","8608","RegCloseKey","HKCU","SUCCESS",""
"1:56:38,0850457","parent.exe","8608","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS","Desired Access: Query Value"
"1:56:38,0850647","parent.exe","8608","RegQueryValue","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders\Cache","SUCCESS","Type: REG_SZ, Length: 116, Data: C:\Users\Xiaomi\AppData\Local\Microsoft\Windows\INetCache"
"1:56:38,0850800","parent.exe","8608","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS",""
"1:56:38,0850912","parent.exe","8608","QuerySecurityFile","C:\Users\Xiaomi\Desktop\ll1\build\child1.exe","SUCCESS","Information: Owner, Group, DACL, SACL, Label, Attribute, Process Trust Label, 0x100"
"1:56:38,0851743","parent.exe","8608","CreateFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"1:56:38,0852076","parent.exe","8608","QueryBasicInformationFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","CreationTime: 12.11.2024 22:20:25, LastAccessTime: 28.12.2024 1:56:00, LastWriteTime: 12.11.2024 22:20:25, ChangeTime: 13.11.2024 0:30:43, FileAttributes: A"
"1:56:38,0852139","parent.exe","8608","CloseFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS",""
"1:56:38,0852391","parent.exe","8608","QueryBasicInformationFile","C:\Users\Xiaomi\Desktop\ll1\build\child1.exe","SUCCESS","CreationTime: 04.10.2024 10:55:39, LastAccessTime: 28.12.2024 1:53:36, LastWriteTime: 04.10.2024 10:58:40, ChangeTime: 04.10.2024 10:58:40, FileAttributes: A"
"1:56:38,0852921","parent.exe","8608","CloseFile","C:\Users\Xiaomi\Desktop\ll1\build\child1.exe","SUCCESS",""
"1:56:38,0875538","parent.exe","8608","CreateFile","C:\Users\Xiaomi\Desktop\ll1\build\child2.exe","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"1:56:38,0875977","parent.exe","8608","QueryBasicInformationFile","C:\Users\Xiaomi\Desktop\ll1\build\child2.exe","SUCCESS","CreationTime: 04.10.2024 10:55:39, LastAccessTime: 28.12.2024 1:53:36, LastWriteTime: 04.10.2024 11:05:10, ChangeTime: 04.10.2024 11:05:10, FileAttributes: A"
"1:56:38,0876119","parent.exe","8608","CloseFile","C:\Users\Xiaomi\Desktop\ll1\build\child2.exe","SUCCESS",""
"1:56:38,0881684","parent.exe","8608","CreateFile","C:\Users\Xiaomi\Desktop\ll1\build\child2.exe","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"1:56:38,0882003","parent.exe","8608","QueryBasicInformationFile","C:\Users\Xiaomi\Desktop\ll1\build\child2.exe","SUCCESS","CreationTime: 04.10.2024 10:55:39, LastAccessTime: 28.12.2024 1:53:36, LastWriteTime: 04.10.2024 11:05:10, ChangeTime: 04.10.2024 11:05:10, FileAttributes: A"
"1:56:38,0882102","parent.exe","8608","CloseFile","C:\Users\Xiaomi\Desktop\ll1\build\child2.exe","SUCCESS",""
"1:56:38,0882507","parent.exe","8608","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\child2.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys"
"1:56:38,0882667","parent.exe","8608","RegOpenKey","HKLM\Software\Microsoft\Wow64\x86\xtajit","NAME NOT FOUND","Desired Access: Query Value"
"1:56:38,0883881","parent.exe","8608","CreateFile","C:\Users\Xiaomi\Desktop\ll1\build\child2.exe","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"1:56:38,0884382","parent.exe","8608","CreateFileMapping","C:\Users\Xiaomi\Desktop\ll1\build\child2.exe","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE"
"1:56:38,0884634","parent.exe","8608","CreateFileMapping","C:\Users\Xiaomi\Desktop\ll1\build\child2.exe","SUCCESS","SyncType: SyncTypeOther"
"1:56:38,0885365","parent.exe","8608","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\child2.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys"
"1:56:38,0885654","parent.exe","8608","QuerySecurityFile","C:\Users\Xiaomi\Desktop\ll1\build\child2.exe","SUCCESS","Information: Label"
"1:56:38,0886272","parent.exe","8608","QueryNameInformationFile","C:\Users\Xiaomi\Desktop\ll1\build\child2.exe","SUCCESS","Name: \Users\Xiaomi\Desktop\ll1\build\child2.exe"
"1:56:38,0910537","parent.exe","8608","RegOpenKey","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-615703858-2741458157-3452826841-1001","SUCCESS","Desired Access: All Access"
"1:56:38,0910683","parent.exe","8608","RegQueryValue","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-615703858-2741458157-3452826841-1001\\Device\HarddiskVolume3\Users\Xiaomi\Desktop\ll1\build\child2.exe","NAME NOT FOUND","Length: 40"
"1:56:38,0910886","parent.exe","8608","RegCloseKey","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-615703858-2741458157-3452826841-1001","SUCCESS",""
"1:56:38,0910981","parent.exe","8608","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager\BAM","REPARSE","Desired Access: Query Value"
"1:56:38,0911083","parent.exe","8608","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager\BAM","NAME NOT FOUND","Desired Access: Query Value"
"1:56:38,0911396","parent.exe","8608","Process Create","C:\Users\Xiaomi\Desktop\ll1\build\child2.exe","SUCCESS","PID: 12272, Command line: child2.exe ""C:\Users\Xiaomi\Desktop\ll1\second.txt"""
"1:56:38,0911807","parent.exe","8608","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS","Desired Access: Query Value"
"1:56:38,0911946","parent.exe","8608","RegQueryValue","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders\Cache","SUCCESS","Type: REG_SZ, Length: 116, Data: C:\Users\Xiaomi\AppData\Local\Microsoft\Windows\INetCache"
"1:56:38,0912057","parent.exe","8608","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS",""
"1:56:38,0912130","parent.exe","8608","RegOpenKey","HKCU\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers","SUCCESS","Desired Access: Query Value"
"1:56:38,0912233","parent.exe","8608","RegQueryValue","HKCU\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers\C:\Users\Xiaomi\Desktop\ll1\build\child2.exe","NAME NOT FOUND","Length: 16"
"1:56:38,0912318","parent.exe","8608","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers","SUCCESS",""
"1:56:38,0912452","parent.exe","8608","QuerySecurityFile","C:\Users\Xiaomi\Desktop\ll1\build\child2.exe","SUCCESS","Information: Owner, Group, DACL, SACL, Label, Attribute, Process Trust Label, 0x100"
"1:56:38,0913302","parent.exe","8608","CreateFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"1:56:38,0913671","parent.exe","8608","QueryBasicInformationFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","CreationTime: 12.11.2024 22:20:25, LastAccessTime: 28.12.2024 1:56:00, LastWriteTime: 12.11.2024 22:20:25, ChangeTime: 13.11.2024 0:30:43, FileAttributes: A"
"1:56:38,0913731","parent.exe","8608","CloseFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS",""
"1:56:38,0913943","parent.exe","8608","QueryBasicInformationFile","C:\Users\Xiaomi\Desktop\ll1\build\child2.exe","SUCCESS","CreationTime: 04.10.2024 10:55:39, LastAccessTime: 28.12.2024 1:53:36, LastWriteTime: 04.10.2024 11:05:10, ChangeTime: 04.10.2024 11:05:10, FileAttributes: A"
"1:56:38,0914357","parent.exe","8608","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\SideBySide","SUCCESS","Desired Access: Read"
"1:56:38,0914475","parent.exe","8608","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\SideBySide\PreferExternalManifest","NAME NOT FOUND","Length: 20"
"1:56:38,0914560","parent.exe","8608","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\SideBySide","SUCCESS",""
"1:56:38,0918259","parent.exe","8608","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS","Desired Access: Query Value"
"1:56:38,0918406","parent.exe","8608","RegQueryValue","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders\Cache","SUCCESS","Type: REG_SZ, Length: 116, Data: C:\Users\Xiaomi\AppData\Local\Microsoft\Windows\INetCache"
"1:56:38,0918606","parent.exe","8608","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS",""
"1:56:38,0918745","parent.exe","8608","QuerySecurityFile","C:\Users\Xiaomi\Desktop\ll1\build\child2.exe","SUCCESS","Information: Owner, Group, DACL, SACL, Label, Attribute, Process Trust Label, 0x100"
"1:56:38,0919641","parent.exe","8608","CreateFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"1:56:38,0920022","parent.exe","8608","QueryBasicInformationFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","CreationTime: 12.11.2024 22:20:25, LastAccessTime: 28.12.2024 1:56:00, LastWriteTime: 12.11.2024 22:20:25, ChangeTime: 13.11.2024 0:30:43, FileAttributes: A"
"1:56:38,0920091","parent.exe","8608","CloseFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS",""
"1:56:38,0920602","parent.exe","8608","QueryBasicInformationFile","C:\Users\Xiaomi\Desktop\ll1\build\child2.exe","SUCCESS","CreationTime: 04.10.2024 10:55:39, LastAccessTime: 28.12.2024 1:53:36, LastWriteTime: 04.10.2024 11:05:10, ChangeTime: 04.10.2024 11:05:10, FileAttributes: A"
"1:56:38,0921092","parent.exe","8608","CloseFile","C:\Users\Xiaomi\Desktop\ll1\build\child2.exe","SUCCESS",""
"1:56:51,9123914","parent.exe","8608","Thread Create","","SUCCESS","Thread ID: 13560"
"1:56:51,9125845","parent.exe","8608","Thread Exit","","SUCCESS","Thread ID: 940, User Time: 0.0000000, Kernel Time: 0.0000000"
"1:56:51,9125987","parent.exe","8608","Thread Exit","","SUCCESS","Thread ID: 12580, User Time: 0.0000000, Kernel Time: 0.0000000"
"1:56:51,9126000","parent.exe","8608","Thread Exit","","SUCCESS","Thread ID: 2764, User Time: 0.0000000, Kernel Time: 0.0000000"
"1:56:51,9127001","parent.exe","8608","Thread Exit","","SUCCESS","Thread ID: 13560, User Time: 0.0000000, Kernel Time: 0.0000000"
"1:56:51,9131279","parent.exe","8608","Process Exit","","SUCCESS","Exit Status: -1073741510, User Time: 0.0000000 seconds, Kernel Time: 0.0000000 seconds, Private Bytes: 860 160, Peak Private Bytes: 868 352, Working Set: 3 899 392, Peak Working Set: 3 903 488"
"1:56:51,9131436","parent.exe","8608","RegOpenKey","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-615703858-2741458157-3452826841-1001","SUCCESS","Desired Access: All Access"
"1:56:51,9131531","parent.exe","8608","RegQueryValue","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-615703858-2741458157-3452826841-1001\\Device\HarddiskVolume3\Users\Xiaomi\Desktop\ll1\build\parent.exe","NAME NOT FOUND","Length: 40"
"1:56:51,9131635","parent.exe","8608","RegCloseKey","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-615703858-2741458157-3452826841-1001","SUCCESS",""
"1:56:51,9131933","parent.exe","8608","CloseFile","C:\Users\Xiaomi\Desktop\ll1\build","SUCCESS",""
"1:56:51,9132511","parent.exe","8608","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions","SUCCESS",""
"1:56:51,9132682","parent.exe","8608","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options","SUCCESS",""
"1:56:51,9132786","parent.exe","8608","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows NT\CurrentVersion","SUCCESS",""
